timestamp_us,x_m,y_m,z_m,yaw_rad
1693731756931268,1.1454,0.3856,-0.4338,1.2467
1693731756997945,1.145,0.3853,-0.434,1.24884
1693731757064623,1.1446,0.3849,-0.4343,1.25116
1693731757131289,1.1451,0.3854,-0.4337,1.25246
1693731757197965,1.1453,0.3855,-0.4336,1.24936
1693731757264642,1.1451,0.3854,-0.434,1.24044
1693731757331304,1.1448,0.3851,-0.4348,1.22679
1693731757397978,1.1439,0.3855,-0.4372,1.19949
1693731757464646,1.1208,0.3938,-0.4529,0.41224
1693731757531313,1.1323,0.3976,-0.4101,-2.85376
1693731757597986,1.1623,0.423,-0.4022,-2.40511
1693731757664650,1.3619,0.5041,0.8835,-2.23668
1693731757731315,1.5083,1.7558,1.2869,-2.59007
1693731757797993,1.789,1.7926,0.8966,-2.7372
1693731757864666,1.83,1.8274,0.7448,-2.72302
1693731757931333,1.7989,1.8594,0.7268,-2.775
1693731757998008,1.796,1.8229,0.7346,-2.86854
1693731758064684,1.7909,1.8357,0.7443,-2.85199
1693731758131347,1.8029,1.8436,0.7454,-2.85646
1693731758198025,1.7992,1.8507,0.7564,-2.84656
1693731758264694,1.7808,1.867,0.7591,-2.87233
1693731758331361,1.7797,1.8788,0.7484,-2.89967
1693731758398035,1.7649,1.8774,0.7376,-2.92696
1693731758464707,1.7624,1.8784,0.7079,-2.93901
1693731758531370,1.7752,1.9276,0.738,-2.93646
1693731758608044,1.7512,1.8801,0.6928,-2.97286
1693731758674708,1.739,1.8524,0.6727,-3.00902
1693731758741374,1.7291,1.9131,0.6573,-3.11031
1693731758813046,1.7628,2.1257,0.0647,-3.04957
1693731758879714,1.7447,2.1276,0.0356,-3.0391
1693731758946376,1.7331,2.0509,0.0654,-2.97328
1693731759013051,1.7367,1.9601,0.1172,-2.88427
1693731759079706,1.7471,1.9569,0.1606,-2.78039
1693731759146371,1.7889,1.8968,0.2267,-2.67296
1693731759213048,1.7799,1.8836,0.301,-2.60775
1693731759279718,1.831,1.9091,0.4123,-2.64886
1693731759346380,1.9087,1.9707,0.4378,-2.4065
1693731759413060,1.9654,1.6812,0.454,-2.164
1693731759479724,1.9356,1.0348,0.5037,-1.99862
1693731759546394,1.8601,0.6926,0.5569,-1.77745
1693731759613067,1.8125,0.5478,0.5144,-1.70239
1693731759679737,1.817,0.3199,0.4788,-1.56165
1693731759746406,1.9056,-0.0554,0.5978,-1.35717
1693731759813081,1.9401,-0.0685,0.6047,-1.28291
1693731759879746,1.9582,0.0268,0.603,-1.17351
1693731759946411,1.9464,0.1187,0.592,-1.10711
1693731760013089,1.8882,0.2312,0.5726,-1.14587
1693731760079759,1.3984,0.6496,0.5025,-1.39395
1693731760146428,1.3459,0.7614,0.4899,-1.28619
1693731760213103,1.3428,0.8447,0.4788,-1.2196
1693731760279772,1.3372,0.9281,0.4624,-1.15625
1693731760346439,1.3262,1.0307,0.4296,-1.12225
1693731760479787,1.3065,1.2601,0.3766,-1.04393
1693731760546454,1.3105,1.3337,0.3539,-1.01201
1693731760613122,1.3207,1.3836,0.3328,-0.96112
1693731760679800,1.3359,1.4346,0.3125,-0.91674
1693731760746467,1.3525,1.5027,0.2898,-0.87698
1693731760813143,1.375,1.5616,0.2753,-0.82682
1693731760879808,1.3926,1.6325,0.2492,-0.78133
1693731760946474,1.4082,1.7024,0.228,-0.74428
1693731761013149,1.4223,1.7693,0.2074,-0.69877
1693731761079817,1.4394,1.8257,0.1886,-0.66643
1693731761146488,1.4555,1.886,0.1683,-0.61385
1693731761213166,1.4718,1.9589,0.1518,-0.57121
1693731761279837,1.4818,2.0192,0.1333,-0.532
1693731761346500,1.5051,2.0688,0.1179,-0.5033
1693731761413180,1.5283,2.1248,0.1085,-0.49753
1693731761479847,1.5443,2.1866,0.1029,-0.53667
1693731761546519,1.5602,2.2406,0.1027,-0.59661
1693731761613195,1.5596,2.2779,0.1094,-0.62754
1693731761679864,1.5478,2.3061,0.1242,-0.63472
1693731761746533,1.5574,2.3303,0.1359,-0.66666
1693731761813198,1.5604,2.3656,0.1382,-0.71345
1693731761879876,1.5671,2.4036,0.14,-0.73552
1693731761946545,1.5685,2.4494,0.1367,-0.77208
1693731762013223,1.587,2.4946,0.1294,-0.79392
1693731762079894,1.6124,2.5336,0.1239,-0.78989
1693731762146560,1.6275,2.5911,0.115,-0.80983
1693731762213237,1.6555,2.6511,0.1147,-0.82216
1693731762279906,1.6733,2.7115,0.1129,-0.85587
1693731762346574,1.6891,2.7794,0.1209,-0.88229
1693731762413250,1.7399,2.8338,0.1198,-0.91967
1693731762479919,1.7623,2.879,0.1208,-0.94505
1693731762546585,1.7864,2.9309,0.119,-0.9529
1693731762613265,1.8024,2.9828,0.1117,-0.96196
1693731762679930,1.8339,3.0345,0.1036,-0.98087
1693731762746595,1.891,3.0382,0.1026,-0.98756
1693731762813270,1.8061,2.2843,0.1136,-1.05783
1693731762879938,1.8932,2.1176,0.1211,-1.07089
1693731762946604,2.4086,1.8908,0.1467,-0.95825
1693731763013280,2.4792,1.9107,0.1472,-0.98251
1693731763079944,2.4898,1.9737,0.1397,-1.02971
1693731763146612,2.5288,2.0162,0.1299,-1.06046
1693731763213279,2.5837,2.0574,0.1166,-1.06304
1693731763279950,2.6205,2.1107,0.1032,-1.06166
1693731763346614,2.6535,2.1552,0.0959,-1.10252
1693731763413282,2.6877,2.2159,0.0893,-1.15543
1693731763479943,2.6706,2.2718,0.0864,-1.20148
1693731763546616,2.6896,2.3678,0.0857,-1.28892
1693731763613295,2.7386,2.4047,0.0866,-1.32059
1693731763679965,2.7837,2.4306,0.0875,-1.33254
1693731763746624,2.807,2.4473,0.0828,-1.31367
1693731763813305,2.7832,2.4078,0.0767,-1.21665
1693731763879974,2.6719,2.4301,0.0607,-1.23251
1693731763946643,2.6906,2.4536,0.0545,-1.26271
1693731764013320,2.6855,2.4736,0.0483,-1.34135
1693731764079982,2.6925,2.4866,0.045,-1.35183
1693731764146652,2.7007,2.4984,0.0411,-1.35186
1693731764213332,2.5197,2.52,0.0298,-1.38709
1693731764279992,2.3614,2.5288,0.0269,-1.49457
1693731764346661,2.385,2.5245,0.0119,-1.5074
1693731764413330,2.3906,2.503,0.0016,-1.50611
1693731764480004,2.4413,2.4959,-0.005,-1.52553
1693731764546673,2.5122,2.4694,-0.0015,-1.53537
1693731764613342,2.5352,2.4302,0.0119,-1.50512
1693731764680011,2.8739,2.5686,0.0902,-1.49506
1693731764746679,2.9021,2.5984,0.1059,-1.49448
1693731764813356,2.9341,2.6029,0.1112,-1.49569
1693731764880025,2.9522,2.5903,0.1123,-1.49332
1693731764946693,2.9857,2.5347,0.1072,-1.43239
1693731765013373,3.0045,2.5352,0.1109,-1.42176
1693731765080039,3.0164,2.521,0.1073,-1.289
1693731765146708,3.0422,2.537,0.1047,-1.2816
1693731765213385,3.0469,2.5346,0.1129,-1.26508
1693731765280055,3.0618,2.5587,0.1195,-1.25142
1693731765346724,3.0578,2.5676,0.1228,-1.23409
1693731765413402,3.1152,2.5539,0.13,-1.21786
1693731765480071,3.1041,2.5478,0.1446,-1.18983
1693731765546740,2.6798,2.5649,0.1298,-1.14483
1693731765613416,2.5206,2.6536,0.1204,-1.17592
1693731765680086,2.546,2.602,0.1156,-1.14989
1693731765746753,2.2837,2.6744,0.1083,-1.19485
1693731765813429,2.2449,2.6358,0.1122,-1.18966
1693731765946768,2.2892,2.6404,0.13,-1.21501
1693731766013441,2.3007,2.6815,0.1363,-1.23675
1693731766080111,2.313,2.7907,0.1279,-1.3513
1693731766146776,2.3687,2.782,0.1316,-1.35403
1693731766213455,2.4494,2.7814,0.1453,-1.37595
1693731766280121,2.5289,2.7676,0.1626,-1.37528
1693731766346791,2.584,2.7485,0.1803,-1.38827
1693731766413465,2.666,2.751,0.2095,-1.39354
1693731766480133,2.7196,2.7671,0.2348,-1.39666
1693731766546800,2.7831,2.7655,0.2575,-1.40696
1693731766613475,2.8423,2.7826,0.274,-1.43567
1693731766680143,2.8683,2.797,0.2859,-1.46013
1693731766746810,2.9404,2.8042,0.2971,-1.47754
1693731766813486,2.9932,2.8203,0.3131,-1.48552
1693731766880156,3.0489,2.9399,0.3296,-1.49814
1693731766946821,3.1133,2.9717,0.3446,-1.48782
1693731767013495,3.1887,3.0088,0.3654,-1.48372
1693731767080165,3.2651,3.921,0.3317,-1.73302
1693731767146831,3.2621,4.0309,0.3436,-1.72921
1693731767213505,3.2817,4.1246,0.3659,-1.75821
1693731767280176,3.2897,4.1388,0.3851,-1.76432
1693731767346844,3.3205,4.1479,0.3954,-1.74129
1693731767413524,3.3622,4.1715,0.3984,-1.74256
1693731767480191,3.3892,4.2246,0.4095,-1.73858
1693731767546859,2.3708,4.6384,0.3911,-1.9495
1693731767613535,2.3311,4.7793,0.4065,-1.97464
1693731767680204,2.3301,4.8515,0.426,-1.94985
1693731767746872,2.3174,4.9855,0.4255,-1.98474
1693731767813550,2.3289,5.2315,0.4161,-2.07356
1693731767880217,2.3845,5.425,0.4145,-2.15196
1693731767946884,2.5122,5.4685,0.4173,-2.13858
1693731768013550,2.8127,5.5895,0.4154,-2.25639
1693731768080222,3.0226,5.6249,0.4188,-2.25848
1693731768146893,3.0208,5.6408,0.4191,-2.22669
1693731768213559,2.9259,5.7091,0.4105,-2.37744
1693731768280222,3.1445,5.5887,0.4411,-2.36603
1693731768346879,3.3758,5.4983,0.5164,-2.39765
1693731768413544,3.5136,5.478,0.5611,-2.39514
1693731768480216,3.5129,5.471,0.5678,-2.38276
1693731768546885,3.5436,5.4538,0.563,-2.36327
1693731768613564,3.6402,5.4207,0.5511,-2.37309
1693731768680234,3.7987,5.285,0.5215,-2.46457
1693731768746903,3.8895,5.2863,0.5039,-2.50595
1693731768813581,3.8866,5.2598,0.5006,-2.46503
1693731768880254,3.5616,4.7398,0.5164,-2.15326
1693731768946921,3.4247,4.4551,0.5394,-2.01001
1693731769013602,3.3898,4.3092,0.565,-1.87318
1693731769080310,3.3947,4.181,0.6062,-1.74973
1693731769146966,3.4342,3.9959,0.6187,-1.61925
1693731769213628,3.6067,2.9197,0.6576,-1.21403
1693731769280298,3.6505,2.7111,0.6519,-1.0827
1693731769346964,3.6755,2.76,0.6397,-1.04285
1693731769413630,3.666,2.8774,0.6231,-1.04727
1693731769480296,3.6504,3.0311,0.6195,-1.12358
1693731769546959,3.6126,3.2116,0.6146,-1.15969
1693731769613632,3.5914,3.2832,0.6116,-1.11945
1693731769680302,3.5968,3.3361,0.6117,-1.07819
1693731769746966,3.5739,3.3627,0.607,-1.025
1693731769813645,3.5466,3.3825,0.6036,-0.97071
1693731769880315,3.5994,3.679,0.5992,-1.23721
1693731769946983,3.7079,4.0786,0.5887,-1.29826
1693731770013661,3.8707,4.1994,0.5931,-1.17922
1693731770080323,3.9567,4.2669,0.5958,-1.11439
1693731770146988,4.0995,4.3079,0.6026,-1.02639
1693731770213668,4.545,4.2752,0.6049,-0.90903
1693731770280334,4.888,4.1707,0.6336,-0.77155
1693731770346994,5.9334,3.8011,0.6351,-0.47647
1693731770413663,6.0794,3.7799,0.6158,-0.40472
1693731770480334,6.0373,3.8064,0.6143,-0.31107
1693731770547003,6.0449,3.8142,0.5827,-0.19818
1693731770613674,6.1181,3.8026,0.565,-0.05939
1693731770680346,6.1463,3.7948,0.5239,0.09029
1693731770747015,6.1897,3.818,0.4928,0.15936
1693731770813694,6.2679,3.8467,0.462,0.2471
1693731770880367,6.3118,3.8717,0.4385,0.32335
1693731770947027,6.9474,2.9478,0.4854,0.92215
1693731771013708,6.9699,2.8171,0.4504,0.85958
1693731771080379,7.0385,1.9619,0.4339,0.59337
1693731771147048,7.072,1.8506,0.3997,0.65414
1693731771213727,7.0253,1.8753,0.3764,0.65615
1693731771280397,7.016,1.9189,0.3466,0.68491
1693731771347063,7.0102,1.9574,0.3238,0.69525
1693731771413743,6.99,2.048,0.2882,0.73828
1693731771480407,6.9719,2.1195,0.2816,0.76604
1693731771547066,6.9521,2.175,0.2714,0.78946
1693731771613735,6.9347,2.2171,0.2712,0.81286
1693731771680409,6.9082,2.2485,0.268,0.82153
1693731771747075,6.8824,2.3169,0.2666,0.83357
1693731771813747,6.8618,2.3566,0.2586,0.81999
1693731771880418,6.8448,2.3722,0.2487,0.82229
1693731771947089,6.8287,2.419,0.2385,0.80486
1693731772013768,6.8173,2.4431,0.2368,0.80521
1693731772080439,6.8176,2.4436,0.2347,0.81907
1693731772147096,6.8427,2.4023,0.2266,0.79936
1693731772213776,6.8236,2.341,0.2221,0.73919
1693731772280445,6.7741,2.4011,0.2212,0.71195
1693731772347115,6.755,2.4729,0.2078,0.72039
1693731772413795,6.729,2.525,0.1891,0.75184
1693731772480461,6.7118,2.588,0.1762,0.80339
1693731772547129,6.6766,2.5817,0.1666,0.86261
1693731772613810,6.6345,2.6168,0.1703,0.875
1693731772680478,6.6379,2.6806,0.173,0.92339
1693731772747140,6.5981,2.7757,0.1725,0.92009
1693731772813806,6.6082,2.8486,0.1702,0.96056
1693731772880476,6.5548,2.9298,0.1597,0.94113
1693731772947145,6.5151,2.9907,0.1467,0.95331
1693731773013815,6.4685,3.0953,0.1366,0.97865
1693731773080484,6.4329,3.1435,0.1368,0.99346
1693731773147154,6.3625,3.1894,0.1414,0.98133
1693731773213835,6.3418,3.2392,0.1496,1.00673
1693731773280506,6.3087,3.2842,0.1491,1.03988
1693731773347164,5.4416,3.0974,0.125,0.77169
1693731773413844,5.3093,3.1427,0.1095,0.8359
1693731773480514,5.2878,3.2128,0.0943,0.86306
1693731773547185,5.2692,3.2807,0.0876,0.93405
1693731773613865,5.2369,3.3497,0.0857,0.98589
1693731773680534,5.1054,3.3917,0.0847,0.99107
1693731773747202,5.0375,3.4413,0.0852,1.017
1693731773813882,5.0,3.4891,0.0853,1.07499
1693731773880547,4.9786,3.5545,0.0843,1.13559
1693731773947204,4.955,3.6177,0.0832,1.17563
1693731774013882,4.9258,3.6785,0.0754,1.20346
1693731774080554,4.9064,3.7371,0.0705,1.22762
1693731774147221,4.8627,3.7883,0.0693,1.23511
1693731774213890,4.8147,3.8414,0.0745,1.23803
1693731774280561,4.7557,3.881,0.0828,1.24061
1693731774347231,4.6986,3.9114,0.091,1.2713
1693731774413905,4.6469,3.9442,0.0968,1.31647
1693731774480576,4.57,3.9685,0.1005,1.35686
1693731774547234,4.5023,3.9961,0.0969,1.38581
1693731774613913,4.4489,4.0348,0.0898,1.42515
1693731774680583,4.4004,4.0889,0.0874,1.4577
1693731774747243,4.3302,4.1241,0.0851,1.47264
1693731774813921,4.2548,4.1529,0.0893,1.47629
1693731774880593,4.1651,4.1727,0.0908,1.46779
1693731774947261,4.0856,4.1865,0.0933,1.45091
1693731775013940,4.0083,4.2182,0.0996,1.4434
1693731775080610,3.9354,4.2365,0.1046,1.44852
1693731775147272,3.8608,4.2561,0.1053,1.48743
1693731775213952,3.7839,4.2467,0.1058,1.50632
1693731775280623,3.7094,4.2489,0.1096,1.52323
1693731775347291,3.6409,4.2728,0.1135,1.51386
1693731775413972,3.5645,4.2857,0.1217,1.52221
1693731775480638,3.4759,4.2869,0.1309,1.51851
1693731775547303,3.3983,4.2872,0.1365,1.52441
1693731775613982,3.3235,4.3014,0.1362,1.542
1693731775680650,3.2546,4.2967,0.1288,1.5458
1693731775747314,3.1841,4.2974,0.1198,1.57107
1693731775813992,3.1068,4.2963,0.1171,1.59825
1693731775880660,3.0202,4.3033,0.1194,1.64136
1693731775947327,2.9331,4.3196,0.1261,1.67613
1693731776014005,2.841,4.3494,0.1307,1.70145
1693731776080672,2.7529,4.3606,0.1262,1.71814
1693731776147336,2.6637,4.3659,0.1277,1.72439
1693731776214012,2.5687,4.3728,0.1408,1.73895
1693731776280681,2.4396,4.3735,0.142,1.76458
1693731776347349,2.3614,4.3813,0.1408,1.77087
1693731776414024,2.2488,4.3824,0.1422,1.79384
1693731776480692,2.1404,4.3865,0.1405,1.78167
1693731776547357,2.0414,4.3966,0.1456,1.78451
1693731776614032,1.9667,4.399,0.1432,1.79285
1693731776680699,1.877,4.3983,0.1524,1.79915
1693731776747367,1.5187,4.3878,0.1306,1.81145
1693731776814042,1.3587,4.3741,0.1281,1.81259
1693731776880710,1.2716,4.3754,0.125,1.82964
1693731776947377,1.1548,4.3621,0.1051,1.81949
1693731777014056,1.0767,4.3687,0.1067,1.82386
1693731777080723,0.991,4.37,0.1019,1.81676
1693731777147392,0.9204,4.3625,0.109,1.80331
1693731777214068,0.8427,4.3573,0.1007,1.8042
1693731777280737,0.7856,4.3437,0.0969,1.80952
1693731777347402,0.731,4.3338,0.0905,1.82002
1693731777414078,0.6789,4.3088,0.0948,1.82512
1693731777480747,0.6059,4.2924,0.0889,1.82069
1693731777547415,0.5337,4.2824,0.0767,1.82059
1693731777614090,0.4378,4.2746,0.0713,1.79802
1693731777680760,0.3215,4.2658,0.0804,1.78051
1693731777747424,0.2297,4.2642,0.0881,1.7493
1693731777814100,0.1603,4.2708,0.0885,1.71087
1693731777880768,0.1085,4.2767,0.0825,1.6712
1693731777947435,0.0552,4.2871,0.0683,1.62467
1693731778014113,0.0156,4.2916,0.056,1.56835
1693731778080782,-0.0112,4.2933,0.0476,1.52621
1693731778147444,-0.0397,4.297,0.0435,1.51603
1693731778214118,-0.095,4.2891,0.0347,1.52641
1693731778280787,-0.1485,4.2815,0.0405,1.52816
1693731778347451,-0.2097,4.27,0.0389,1.5567
1693731778414129,-0.2643,4.2357,0.0379,1.59406
1693731778480799,-0.3133,4.2125,0.0384,1.61996
1693731778547467,-0.3806,4.1435,0.0291,1.58856
1693731778614145,-0.4514,4.1643,0.0287,1.62946
1693731778680813,-0.5028,4.1408,0.0265,1.64925
1693731778747480,-0.541,4.1363,0.032,1.5816
1693731778814158,-0.5532,4.1292,0.0409,1.52719
1693731778880829,-0.5305,4.1312,0.0574,1.51809
1693731778947496,-0.5599,4.122,0.0567,1.57574
1693731779014174,-0.6094,4.1003,0.0595,1.64607
1693731779080842,-0.6339,4.0826,0.0503,1.60482
1693731779147510,-0.6719,4.0766,0.0425,1.54737
1693731779214188,-0.667,4.081,0.0371,1.56123
1693731779280858,-0.6496,4.0753,0.0379,1.57384
1693731779347519,-0.6394,4.0767,0.0413,1.58493
1693731779414191,-0.6817,4.087,0.0547,1.59592
1693731779480857,-0.6367,4.0925,0.0667,1.59524
1693731779547523,-0.6545,4.0944,0.058,1.59246
1693731779614200,-0.6742,4.0829,0.0432,1.56869
1693731779680866,-0.6672,4.0826,0.0442,1.56455
1693731779747533,-0.6619,4.0843,0.044,1.59453
1693731779814211,-0.6473,4.0859,0.0433,1.59812
1693731779880875,-0.6536,4.1,0.0342,1.59036
1693731779947539,-0.6438,4.0989,0.0343,1.58098
1693731780014211,-0.6487,4.0945,0.0292,1.56315
1693731780080879,-0.6624,4.0998,0.0281,1.554
1693731780147547,-0.6553,4.0961,0.0263,1.5451
1693731780214223,-0.6455,4.1038,0.0272,1.55598
1693731780280890,-0.6526,4.0988,0.0221,1.55339
1693731780347558,-0.6571,4.0958,0.0231,1.55337
1693731780414233,-0.6504,4.0979,0.0231,1.54616
1693731780480901,-0.645,4.0981,0.0221,1.53776
1693731780547565,-0.6454,4.0984,0.0227,1.52905
